#003_Programnumber,#004_Status,#005_Total Time,#006_Step1,#010_Torque1,#014_Angle1,#015_Step2,#019_Torque2,#023_Angle2,#024_Step3,#028_Torque3,#032_Angle3,#033_StepNOK,#037_TorqueNOK,#041_AngleNOK,#045_FC Error,#042_Torque Unit,#043_Angle Unit
5,0,0,0,0,0,0,0,0,4,4.57,2839,0,1,1267,0/0,Nm,deg
5,5,0,0,0,0,0,0,0,5,4.27,3933,0,0,721,0/0,Nm,deg
1,5,1,0,0,0,0,0,0,0,3.2,5041,0,1,1317,0/0,Nm,deg
5,0,0,0,0,0,0,0,0,1,4.61,2154,0,1,1775,0/0,Nm,deg
5,0,1,0,0,0,0,0,0,5,4.0,2681,0,0,2006,0/0,Nm,deg
5,5,4,0,0,0,0,0,0,2,0.09,912,0,1,1764,0/0,Nm,deg
7,5,4,0,0,0,0,0,0,2,4.97,1087,0,0,1664,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,0,3.9,3175,0,0,91,0/0,Nm,deg
7,5,3,0,0,0,0,0,0,3,2.41,1068,0,1,50,0/0,Nm,deg
1,0,2,0,0,0,0,0,0,0,0.48,3974,0,0,523,0/0,Nm,deg
5,0,2,0,0,0,0,0,0,5,3.71,4234,0,0,1537,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,1,3.14,4833,0,1,704,0/0,Nm,deg
7,0,3,0,0,0,0,0,0,1,1.11,771,0,0,393,0/0,Nm,deg
7,5,4,0,0,0,0,0,0,0,0.56,4337,0,1,2028,0/0,Nm,deg
7,5,4,0,0,0,0,0,0,3,3.11,2122,0,1,152,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,0,3.54,1124,0,1,2014,0/0,Nm,deg
1,5,2,0,0,0,0,0,0,2,2.75,248,0,1,1064,0/0,Nm,deg
5,0,3,0,0,0,0,0,0,3,1.35,1085,0,0,587,0/0,Nm,deg
1,0,4,0,0,0,0,0,0,4,1.12,817,0,1,460,0/0,Nm,deg
1,0,2,0,0,0,0,0,0,0,3.03,947,0,0,1392,0/0,Nm,deg
1,5,3,0,0,0,0,0,0,1,3.53,3845,0,1,2085,0/0,Nm,deg
7,0,3,0,0,0,0,0,0,2,0.02,492,0,1,1737,0/0,Nm,deg
1,5,1,0,0,0,0,0,0,2,4.02,1215,0,1,1595,0/0,Nm,deg
7,5,0,0,0,0,0,0,0,3,0.64,1719,0,1,1959,0/0,Nm,deg
1,5,3,0,0,0,0,0,0,1,4.82,1853,0,1,1108,0/0,Nm,deg
5,5,3,0,0,0,0,0,0,4,2.2,1084,0,1,1053,0/0,Nm,deg
7,0,2,0,0,0,0,0,0,0,1.25,4252,0,0,1966,0/0,Nm,deg
1,0,0,0,0,0,0,0,0,3,0.57,1326,0,0,1554,0/0,Nm,deg
7,0,2,0,0,0,0,0,0,0,0.34,2485,0,0,1549,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,0,1.49,224,0,1,769,0/0,Nm,deg
5,0,2,0,0,0,0,0,0,5,0.87,981,0,1,1742,0/0,Nm,deg
5,0,4,0,0,0,0,0,0,0,4.17,3713,0,1,313,0/0,Nm,deg
5,5,0,0,0,0,0,0,0,3,0.28,1093,0,0,2000,0/0,Nm,deg
1,5,0,0,0,0,0,0,0,4,1.8,3114,0,1,899,0/0,Nm,deg
1,0,2,0,0,0,0,0,0,1,1.23,443,0,0,281,0/0,Nm,deg
1,5,2,0,0,0,0,0,0,2,4.48,1219,0,0,817,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,5,3.68,4488,0,1,68,0/0,Nm,deg
1,0,2,0,0,0,0,0,0,4,4.22,3367,0,1,878,0/0,Nm,deg
5,0,1,0,0,0,0,0,0,1,3.06,176,0,1,1656,0/0,Nm,deg
1,0,1,0,0,0,0,0,0,1,3.38,3892,0,0,885,0/0,Nm,deg
1,0,0,0,0,0,0,0,0,2,1.56,995,0,1,439,0/0,Nm,deg
7,5,3,0,0,0,0,0,0,5,4.6,3280,0,1,374,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,5,0.96,3757,0,0,92,0/0,Nm,deg
7,5,0,0,0,0,0,0,0,1,1.92,4618,0,0,1090,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,5,0.21,2307,0,1,1497,0/0,Nm,deg
5,0,0,0,0,0,0,0,0,4,1.79,2871,0,0,1123,0/0,Nm,deg
5,0,3,0,0,0,0,0,0,4,0.92,1915,0,1,41,0/0,Nm,deg
5,5,0,0,0,0,0,0,0,0,4.08,2166,0,1,1476,0/0,Nm,deg
1,5,4,0,0,0,0,0,0,5,1.95,3716,0,1,1082,0/0,Nm,deg
5,0,1,0,0,0,0,0,0,5,1.31,4554,0,1,2144,0/0,Nm,deg
7,5,3,0,0,0,0,0,0,4,1.84,2963,0,1,967,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,3,1.27,2611,0,1,1448,0/0,Nm,deg
5,0,2,0,0,0,0,0,0,3,4.77,1997,0,0,1083,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,0,1.34,3213,0,1,1705,0/0,Nm,deg
5,5,3,0,0,0,0,0,0,4,4.0,2828,0,0,1842,0/0,Nm,deg
1,5,0,0,0,0,0,0,0,2,0.63,4119,0,1,1980,0/0,Nm,deg
1,5,4,0,0,0,0,0,0,1,4.86,2389,0,0,162,0/0,Nm,deg
1,5,2,0,0,0,0,0,0,4,1.88,3717,0,1,1870,0/0,Nm,deg
7,0,2,0,0,0,0,0,0,3,5.0,4719,0,0,1434,0/0,Nm,deg
1,0,4,0,0,0,0,0,0,1,4.25,2622,0,1,712,0/0,Nm,deg
1,0,0,0,0,0,0,0,0,3,1.89,3514,0,1,1454,0/0,Nm,deg
7,0,3,0,0,0,0,0,0,1,3.57,347,0,0,41,0/0,Nm,deg
1,5,1,0,0,0,0,0,0,5,2.41,2268,0,0,233,0/0,Nm,deg
5,0,2,0,0,0,0,0,0,3,1.06,718,0,1,1378,0/0,Nm,deg
7,0,0,0,0,0,0,0,0,1,2.52,2724,0,1,235,0/0,Nm,deg
5,5,3,0,0,0,0,0,0,0,5.02,1782,0,0,1890,0/0,Nm,deg
1,0,4,0,0,0,0,0,0,5,1.07,2021,0,1,771,0/0,Nm,deg
7,5,0,0,0,0,0,0,0,5,3.24,4727,0,0,971,0/0,Nm,deg
7,0,0,0,0,0,0,0,0,0,2.27,3511,0,1,562,0/0,Nm,deg
1,0,3,0,0,0,0,0,0,3,1.02,3102,0,1,1956,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,3,4.19,4495,0,0,1661,0/0,Nm,deg
5,5,3,0,0,0,0,0,0,1,0.74,5145,0,1,1754,0/0,Nm,deg
1,5,3,0,0,0,0,0,0,2,3.17,4546,0,0,802,0/0,Nm,deg
7,0,1,0,0,0,0,0,0,2,4.01,3287,0,0,1363,0/0,Nm,deg
1,0,3,0,0,0,0,0,0,0,2.88,4946,0,1,1685,0/0,Nm,deg
5,0,0,0,0,0,0,0,0,4,2.3,3044,0,0,1405,0/0,Nm,deg
1,5,3,0,0,0,0,0,0,4,1.13,4827,0,1,497,0/0,Nm,deg
5,0,4,0,0,0,0,0,0,1,1.67,3599,0,1,1707,0/0,Nm,deg
7,5,0,0,0,0,0,0,0,0,2.26,4804,0,0,182,0/0,Nm,deg
1,5,0,0,0,0,0,0,0,2,1.27,5084,0,1,2080,0/0,Nm,deg
5,0,1,0,0,0,0,0,0,2,2.08,995,0,1,1958,0/0,Nm,deg
5,0,0,0,0,0,0,0,0,0,3.42,2238,0,0,610,0/0,Nm,deg
7,5,1,0,0,0,0,0,0,4,0.67,251,0,0,1636,0/0,Nm,deg
1,5,2,0,0,0,0,0,0,4,4.59,1525,0,0,1972,0/0,Nm,deg
7,5,3,0,0,0,0,0,0,4,4.84,3767,0,0,101,0/0,Nm,deg
1,0,4,0,0,0,0,0,0,5,1.14,4713,0,1,101,0/0,Nm,deg
7,5,2,0,0,0,0,0,0,3,2.75,1633,0,0,1954,0/0,Nm,deg
7,5,2,0,0,0,0,0,0,5,2.82,1352,0,0,724,0/0,Nm,deg
7,0,4,0,0,0,0,0,0,1,2.02,2496,0,1,1672,0/0,Nm,deg
7,0,4,0,0,0,0,0,0,2,0.21,3526,0,1,2146,0/0,Nm,deg
5,0,0,0,0,0,0,0,0,4,1.19,1841,0,0,1173,0/0,Nm,deg
1,0,4,0,0,0,0,0,0,3,3.84,2509,0,1,249,0/0,Nm,deg
1,5,4,0,0,0,0,0,0,5,1.79,2170,0,1,1633,0/0,Nm,deg
1,0,2,0,0,0,0,0,0,2,2.83,722,0,1,25,0/0,Nm,deg
7,5,3,0,0,0,0,0,0,1,1.13,4472,0,0,522,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,0,0.23,3301,0,1,1602,0/0,Nm,deg
1,0,0,0,0,0,0,0,0,5,4.45,1506,0,1,342,0/0,Nm,deg
7,5,2,0,0,0,0,0,0,3,0.97,1719,0,1,1156,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,5,2.92,4001,0,1,1975,0/0,Nm,deg
7,5,0,0,0,0,0,0,0,5,4.24,1670,0,0,560,0/0,Nm,deg
5,5,1,0,0,0,0,0,0,1,3.88,687,0,1,1645,0/0,Nm,deg
1,5,4,0,0,0,0,0,0,5,4.32,1863,0,1,1709,0/0,Nm,deg
1,0,0,0,0,0,0,0,0,1,3.56,126,0,1,918,0/0,Nm,deg
